query,intent,query_len,label
is Multi-Faith Prayer Room open today,ask_hours,6,8
i cut my finger,emergency,4,11
scholarship application form,ask_scholarship,3,10
dance competition on campus,ask_fest,4,6
what is todays date,fallback,4,14
salary packages for graduates,ask_placement,4,9
staff room for Electronics and Communication Engineering,faculty_query,7,13
best place to study on campus,recommend_place,6,18
from civil to mechanical,find_location,4,15
where can i issue books,service_query,5,19
how to network with students,social_life,5,20
what does Management department offer,ask_department,5,3
where is the library,find_location,4,15
is there still time to apply,ask_admission,6,0
i found someone phone,lost_found,4,16
what year is it,fallback,4,14
attendance requirement for exams,ask_exam,4,5
where can i pay fees,service_query,5,19
what is love,fallback,3,14
how to get involved on campus,ask_club,6,1
someone stole my laptop what do i do,lost_found,8,16
tuition fee instalment plan,ask_scholarship,4,10
where can i scan documents,service_query,5,19
where do teachers sit in Robotics and Automation,faculty_query,8,13
i need first aid,emergency,4,11
overnight stay in hostel,ask_hostel,4,7
fellowship opportunities campus,ask_scholarship,3,10
is there a girls hostel,ask_hostel,5,7
merit scholarship details,ask_scholarship,3,10
tell me about Lost and Found Desk,facility_info,7,12
hostel notice board,ask_hostel,3,7
scholarship deadline this year,ask_scholarship,4,10
welcome week schedule,ask_admission,3,0
lost my wallet,lost_found,3,16
can I still enroll this semester,ask_admission,6,0
how do i cook pasta,fallback,5,14
where can i scan documents,service_query,5,19
admission for transfer students,ask_admission,4,0
is Ground Floor Water Dispenser open now,ask_hours,7,8
hostel notice board,ask_hostel,3,7
from cse to gym,find_location,4,15
where is Electrical Engineering department,ask_department,5,3
someone fainted in the classroom,emergency,5,11
where can i ask general questions,ask_contact,6,2
where is Information Technology staff room,faculty_query,6,13
what does Biotechnology department offer,ask_department,5,3
is there a coding club,ask_club,5,1
price of tea,menu_query,3,17
club fair on campus,ask_club,4,1
I want to apply to this university,ask_admission,7,0
what is the last date for admission,ask_admission,7,0
tell me about Hostel Office,facility_info,5,12
i need a doctor,emergency,4,11
what is the weather,fallback,4,14
what is on today,ask_event,4,4
where can i pay fees,service_query,5,19
what services does Robotics and Automation Department provide,facility_info,8,12
where can I get career counselling,ask_placement,6,9
take me to CSE Classroom 101,find_location,6,15
where can i prepare for exams,recommend_place,6,18
how do i cook pasta,fallback,5,14
anything happening on campus,ask_event,4,4
opening hours of Printing and Copying Room,ask_hours,7,8
when is the placement season,ask_placement,5,9
placement for MBA students,ask_placement,4,9
who organises the annual day,ask_fest,5,6
opening hours of Electrical Engineering Department,ask_hours,6,8
hostel gate pass procedure,ask_hostel,4,7
where do teachers sit in Mechanical Engineering,faculty_query,7,13
highest package in placements,ask_placement,4,9
where do lecturers sit,faculty_query,4,13
new student orientation details,ask_admission,4,0
who manages document queries,ask_contact,4,2
salary packages for graduates,ask_placement,4,9
when is the annual fest,ask_fest,5,6
what is AI&DS Classroom 202 used for,facility_info,7,12
career guidance sessions,ask_placement,3,9
inter college competition,ask_fest,3,6
coffee price,menu_query,2,17
where do students hang out,social_life,5,20
i cut my finger,emergency,4,11
my friend is unconscious,emergency,4,11
peer mentorship programme,ask_club,3,1
entrepreneurship summit,ask_fest,2,6
hostel complaint procedure,ask_hostel,3,7
where do lecturers sit,faculty_query,4,13
inter college competition,ask_fest,3,6
weekend activities on campus,social_life,4,20
i accidentally cut myself,emergency,4,11
tell me about Artificial Intelligence and Data Science,ask_department,8,3
inter department sports meet,ask_fest,4,6
who manages document queries,ask_contact,4,2
what food is available now,menu_query,5,17
where to apply for financial aid,ask_scholarship,6,10
extracurricular activities details,ask_club,3,1
which floor is Chemical Engineering department,ask_department,6,3
where can i meet my professor,faculty_query,6,13
i twisted my ankle,emergency,4,11
book me a flight,fallback,4,14
what is on today,ask_event,4,4
i accidentally cut myself,emergency,4,11
where can i study quietly,recommend_place,5,18
where do teachers sit in Computer Science Engineering,faculty_query,8,13
directions to Humanities and Communication Department,find_location,6,15
is there a nice outdoor spot on campus,recommend_place,8,18
is Engineering Physics Lab open today,ask_hours,6,8
my laptop battery died where can i charge,service_query,8,19
tell me about Computer Science Engineering,ask_department,6,3
i cut my finger,emergency,4,11
location of Campus Bus Stop,find_location,5,15
i found someone phone,lost_found,4,16
is the library open now,ask_hours,5,8
who qualifies for scholarship,ask_scholarship,4,10
what is on today,ask_event,4,4
what labs are in Robotics and Automation,ask_department,7,3
placement cell opening hours,ask_placement,4,9
what is on the menu today,menu_query,6,17
who handles hostel issues,ask_contact,4,2
show me upcoming events,ask_event,4,4
social clubs for students,social_life,4,20
grade sheet collection,ask_exam,3,5
is First Floor Washrooms open today,ask_hours,6,8
hostel curfew timing,ask_hostel,3,7
drama club auditions,ask_club,3,1
what workshops are happening,ask_event,4,4
i need a no objection certificate,service_query,6,19
where do students hang out,social_life,5,20
location of AI&DS Classroom 201,find_location,5,15
job fair at campus,ask_placement,4,9
my wifi is not working,service_query,5,19
how to balance studies and social life,social_life,7,20
where can i meet my professor,faculty_query,6,13
where can i meet a girlfriend,fallback,6,14
campus orientation social events,social_life,4,20
any guest lecture today,ask_event,4,4
from library to cafeteria,find_location,4,15
what is MBA Faculty Room used for,facility_info,7,12
best place to study on campus,recommend_place,6,18
internal assessment marks,ask_exam,3,5
where is the hod office of Biotechnology,faculty_query,7,13
arrear examination details,ask_exam,3,5
photography club meetings,ask_club,3,1
how do I register as a new student,ask_admission,8,0
who manages document queries,ask_contact,4,2
debate society details,ask_club,3,1
food festival on campus,ask_fest,4,6
arrear examination details,ask_exam,3,5
who is the president,fallback,4,14
where is ROBO Faculty Room,find_location,5,15
how to prepare for campus interviews,ask_placement,6,9
how to start a new club,ask_club,6,1
how does campus placement work,ask_placement,5,9
scholarship amount details,ask_scholarship,3,10
who should i contact for Electrical Department Washrooms,ask_contact,8,2
from cse to gym,find_location,4,15
faculty room for Humanities and Communication,faculty_query,6,13
can i pay with student card,menu_query,6,17
anything happening on campus,ask_event,4,4
peer mentorship programme,ask_club,3,1
hostel leave application,ask_hostel,3,7
where can I get career counselling,ask_placement,6,9
who handles hostel issues,ask_contact,4,2
how to network with students,social_life,5,20
best place to study on campus,recommend_place,6,18
film club at university,ask_club,4,1
what facilities are in Coffee Kiosk,facility_info,6,12
buddy programme for new students,social_life,5,20
exam hall rules,ask_exam,3,5
new student orientation details,ask_admission,4,0
where can i get medical help,emergency,6,11
where should i report lost item,lost_found,6,16
farewell party for final year,ask_fest,5,6
how to reach Student Services Office,find_location,6,15
where can i meet my professor,faculty_query,6,13
how to get hostel allotment,ask_hostel,5,7
change hostel room request,ask_hostel,4,7
grade sheet collection,ask_exam,3,5
where can i charge my laptop,service_query,6,19
who is the contact for BIO Faculty Room,ask_contact,8,2
what workshops are happening,ask_event,4,4
transcript request process,ask_exam,3,5
I feel lonely on campus,social_life,5,20
book me a flight,fallback,4,14
where can I get career counselling,ask_placement,6,9
I miss home tips for new students,social_life,7,20
campus community events,social_life,3,20
campus life tips for freshers,social_life,5,20
what labs are in Management,ask_department,5,3
where is the it helpdesk,service_query,5,19
i found someone bag what should i do,lost_found,8,16
is there any scholarship available,ask_scholarship,5,10
any guest lecture today,ask_event,4,4
any guest lecture today,ask_event,4,4
highest package in placements,ask_placement,4,9
from cse to gym,find_location,4,15
mid semester exam dates,ask_exam,4,5
food festival on campus,ask_fest,4,6
hostel laundry facility,ask_hostel,3,7
where can i find Electrical Department Washrooms,find_location,7,15
where is Information Technology Department,find_location,5,15
best place to read on campus,recommend_place,6,18
new student orientation details,ask_admission,4,0
any seminar this week,ask_event,4,4
highest package in placements,ask_placement,4,9
what services does EE Classroom 301 provide,facility_info,7,12
farewell party for final year,ask_fest,5,6
price of tea,menu_query,3,17
what does ROBO Classroom 501 offer,facility_info,6,12
when is the placement season,ask_placement,5,9
where can i meet a girlfriend,fallback,6,14
how many students get placed,ask_placement,5,9
where can i sit with laptop,recommend_place,6,18
friday special menu,menu_query,3,17
where can i make friends,fallback,5,14
how to check exam results online,ask_exam,6,5
what labs are in Biotechnology,ask_department,5,3
coding competition details,ask_fest,3,6
hostel room availability,ask_hostel,3,7
how to start a new club,ask_club,6,1
answer sheet re-checking process,ask_exam,4,5
what is ME Faculty Room used for,facility_info,7,12
where can i get my id card reissued,service_query,8,19
where do lecturers sit,faculty_query,4,13
where can i get medical help,emergency,6,11
